game,base_ctilde,dec_marginal,dec_contribution,dec_random,dec_occupancy,marginal_wins,group,base_loss,new_loss,delta_loss,loss_increased,frac_marginal_wins,disagree_top1,disagree_top2,mean_dec_marginal,mean_dec_contribution,mean_dec_random,mean_dec_occupancy,viol_2a,frac_non_increase_2b,frac_rise_2c,counterex_2c,drift_count,drift_example
89.0,0.4004835524931774,0.06438577313034682,0.061066157180357516,0.0222467208319454,0.04669830543317738,1.0,1,,,,,,,,,,,,,,,,,
90.0,0.5455549656472883,0.0860990973680908,0.08342536520544391,0.027025632760854457,0.06836047340496876,1.0,1,,,,,,,,,,,,,,,,,
91.0,0.392317291973422,0.08158255317140017,0.07515441957930469,0.04095092299307107,0.05204839262957478,1.0,1,,,,,,,,,,,,,,,,,
92.0,0.36752155442243406,0.0782061090948159,0.07392552892762949,0.030535023355007518,0.049961418856989015,1.0,1,,,,,,,,,,,,,,,,,
93.0,0.47518761506449053,0.07649835748786848,0.07543220522608535,0.023974383710617442,0.06903801077904403,1.0,1,,,,,,,,,,,,,,,,,
94.0,0.4534355872892039,0.07567682152021932,0.07180761761546312,0.01896691015484403,0.046664214599348164,1.0,1,,,,,,,,,,,,,,,,,
95.0,0.5281221679687981,0.0751555863296054,0.06238698510618579,0.03442960525295702,0.035930666444246584,1.0,1,,,,,,,,,,,,,,,,,
96.0,0.5345990320957096,0.07968472725201975,0.07425981884871097,0.039518605352927616,0.04078287499043126,1.0,1,,,,,,,,,,,,,,,,,
97.0,0.4509183761417746,0.07579468275997259,0.06616445742078286,0.02120645542734173,0.048664056337513084,1.0,1,,,,,,,,,,,,,,,,,
98.0,0.5298064969502481,0.0856292392702771,0.08195037923754572,0.0169182639281934,0.06810713442889921,1.0,1,,,,,,,,,,,,,,,,,
99.0,0.3891601288281428,0.06905946032707433,0.06696587935508375,0.028676895190897222,0.05623066764440027,1.0,1,,,,,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47820117106430216,5.5827443786349296e-05,1.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47626208116982105,-0.001883262450694756,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47324640687799063,-0.004898936742525173,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.4732430063223568,-0.004902337298159032,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47693278303443787,-0.0012125605860779376,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.4781194470851585,-2.5896535357283756e-05,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.4781004395905503,-4.4904029965486814e-05,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47571905906043727,-0.00242628456007854,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.4779930952622057,-0.0001522483583101253,0.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.4782610869555642,0.00011574333504837941,1.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.47822840761969393,8.306399917812346e-05,1.0,,,,,,,,,,,,,
0.0,,,,,,,3,0.4781453436205158,0.46944615691495273,-0.008699186705563078,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5578946111735881,3.0720600879829973e-06,1.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5574325674387024,-0.0004589716747976924,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5572564220687442,-0.0006351170447559396,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.555603719031672,-0.0022878200818280403,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5518327196735536,-0.006058819439946461,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.552308062645397,-0.005583476468103088,0.0,,,,,,,,,,,,,
