episode,t,agent,F,score
38,6,agent_2,1,1.1539077758789062
277,5,agent_1,1,1.1526622772216797
147,15,agent_0,1,1.152632713317871
59,8,agent_2,1,1.1504554748535156
259,2,agent_1,1,1.1499652862548828
285,3,agent_0,1,1.1495590209960938
213,4,agent_1,1,1.1468305587768555
291,6,agent_2,1,1.1409263610839844
162,10,agent_0,1,1.1406688690185547
198,7,agent_1,1,1.1403961181640625
17,6,agent_1,1,1.1399192810058594
26,14,agent_1,1,1.1388344764709473
197,4,agent_1,1,1.1380138397216797
57,5,agent_1,1,1.137054443359375
82,10,agent_1,1,1.135335922241211
116,5,agent_0,1,1.1313247680664062
274,6,agent_1,1,1.12884521484375
242,18,agent_2,1,1.1282634735107422
222,2,agent_0,1,1.1281471252441406
260,9,agent_0,1,1.127798080444336
96,16,agent_1,1,1.1245675086975098
19,2,agent_2,1,1.1243438720703125
26,12,agent_1,1,1.124283790588379
148,5,agent_1,1,1.1241626739501953
220,8,agent_1,1,1.1241273880004883
245,7,agent_1,1,1.123861312866211
36,0,agent_2,1,1.1233577728271484
184,6,agent_0,1,1.1218414306640625
41,8,agent_0,1,1.1198625564575195
284,20,agent_0,1,1.1185340881347656
259,10,agent_1,1,1.1176681518554688
142,7,agent_2,1,1.1175765991210938
73,10,agent_0,1,1.1147260665893555
38,3,agent_2,1,1.1143712997436523
74,17,agent_2,1,1.1096811294555664
183,5,agent_1,1,1.1061553955078125
118,6,agent_1,1,1.1061077117919922
62,18,agent_1,1,1.1059093475341797
235,8,agent_1,1,1.104665756225586
161,15,agent_1,1,1.1044111251831055
216,11,agent_1,1,1.101705551147461
204,1,agent_1,1,1.1007213592529297
136,12,agent_2,1,1.1000418663024902
242,17,agent_2,1,1.0997247695922852
28,7,agent_1,1,1.0991363525390625
208,0,agent_0,1,1.0972309112548828
121,13,agent_0,1,1.0959625244140625
128,3,agent_1,1,1.0953454971313477
6,8,agent_2,1,1.0951347351074219
102,16,agent_0,1,1.0951080322265625
25,5,agent_1,1,1.0948810577392578
114,10,agent_0,1,1.094132423400879
61,5,agent_2,1,1.093027114868164
89,5,agent_2,1,1.0915813446044922
162,18,agent_2,1,1.0914936065673828
232,1,agent_0,1,1.09075927734375
183,15,agent_2,1,1.0897903442382812
220,4,agent_0,1,1.0892095565795898
231,15,agent_2,1,1.089040756225586
106,5,agent_1,1,1.0884017944335938
273,10,agent_1,1,1.0871706008911133
255,21,agent_0,1,1.0819602012634277
286,7,agent_0,1,1.0805492401123047
39,13,agent_0,1,1.0779790878295898
148,3,agent_1,1,1.0687885284423828
32,14,agent_2,1,1.0674629211425781
185,13,agent_1,1,1.0670337677001953
233,0,agent_0,1,1.0667638778686523
203,7,agent_0,1,1.0663108825683594
218,5,agent_0,1,1.0647153854370117
192,20,agent_2,1,1.063630223274231
9,15,agent_1,1,1.0629730224609375
124,13,agent_1,1,1.0619850158691406
62,8,agent_1,1,1.0613441467285156
12,14,agent_1,1,1.0595064163208008
190,2,agent_1,1,1.0568084716796875
185,6,agent_2,1,1.0567970275878906
9,5,agent_0,1,1.0558967590332031
96,5,agent_1,1,1.055715560913086
194,4,agent_1,1,1.0533103942871094
184,12,agent_1,1,1.0523853302001953
30,14,agent_2,1,1.0514740943908691
97,6,agent_0,1,1.051025390625
256,12,agent_0,1,1.050191879272461
219,9,agent_0,1,1.0473861694335938
224,2,agent_0,1,1.0462398529052734
158,3,agent_0,1,1.045705795288086
34,7,agent_1,1,1.0447206497192383
281,8,agent_2,1,1.0444831848144531
130,14,agent_0,1,1.0418777465820312
255,11,agent_2,1,1.040365219116211
231,10,agent_2,1,1.039663314819336
4,7,agent_2,1,1.0394296646118164
88,0,agent_1,1,1.038137435913086
254,13,agent_0,1,1.0379714965820312
243,14,agent_2,1,1.0376625061035156
210,13,agent_2,1,1.0370826721191406
118,12,agent_1,1,1.0364723205566406
265,2,agent_2,1,1.0329532623291016
3,7,agent_2,1,1.0317010879516602
252,10,agent_0,1,1.0315685272216797
262,13,agent_0,1,1.0315208435058594
81,7,agent_1,1,1.0292282104492188
133,10,agent_1,1,1.0290775299072266
232,14,agent_1,1,1.0290346145629883
219,0,agent_2,1,1.0278396606445312
255,6,agent_1,1,1.025665283203125
8,13,agent_1,1,1.0238251686096191
117,5,agent_1,1,1.0236530303955078
38,21,agent_2,1,1.0215026140213013
162,11,agent_0,1,1.021042823791504
9,14,agent_2,1,1.0208625793457031
275,10,agent_2,1,1.0165157318115234
297,16,agent_1,1,1.0156922340393066
256,19,agent_1,1,1.0147314071655273
106,12,agent_2,1,1.0089654922485352
277,1,agent_0,1,1.0089607238769531
177,21,agent_0,1,1.0074126720428467
253,4,agent_1,1,1.0069169998168945
40,5,agent_1,1,1.0057106018066406
243,1,agent_2,1,1.0039539337158203
282,3,agent_2,1,1.0033950805664062
256,15,agent_1,1,1.0012197494506836
153,12,agent_2,1,1.001047134399414
94,1,agent_2,1,0.9998855590820312
204,5,agent_2,1,0.9990177154541016
113,6,agent_2,1,0.9980297088623047
124,11,agent_2,1,0.9973125457763672
17,4,agent_1,1,0.9965076446533203
162,4,agent_1,1,0.9952201843261719
132,1,agent_0,1,0.9923019409179688
276,12,agent_0,1,0.9905581474304199
24,12,agent_1,1,0.9903888702392578
283,0,agent_1,1,0.9903564453125
262,0,agent_0,1,0.9872665405273438
115,20,agent_0,1,0.9852206707000732
73,11,agent_1,1,0.9830904006958008
235,7,agent_2,1,0.9824447631835938
215,5,agent_1,1,0.9819908142089844
2,3,agent_0,1,0.9818973541259766
50,13,agent_0,1,0.98101806640625
208,4,agent_0,1,0.9804182052612305
49,4,agent_1,1,0.9794445037841797
145,15,agent_0,1,0.979278564453125
2,6,agent_1,1,0.979034423828125
152,3,agent_2,1,0.9782333374023438
142,4,agent_2,1,0.9776153564453125
31,10,agent_1,1,0.9775071144104004
208,1,agent_1,1,0.9771137237548828
192,9,agent_2,1,0.9770445823669434
202,8,agent_2,1,0.9761905670166016
140,7,agent_2,1,0.9749279022216797
266,4,agent_0,1,0.9729442596435547
122,2,agent_0,1,0.9727268218994141
266,9,agent_2,1,0.9722404479980469
9,15,agent_2,1,0.9685344696044922
107,2,agent_0,1,0.9637565612792969
219,2,agent_1,1,0.9627895355224609
204,4,agent_1,1,0.9606342315673828
16,3,agent_2,1,0.95989990234375
198,16,agent_0,1,0.9588327407836914
163,8,agent_1,1,0.958740234375
55,11,agent_1,1,0.9573812484741211
171,15,agent_2,1,0.9552192687988281
129,17,agent_2,1,0.9549713134765625
174,13,agent_2,1,0.9537310600280762
15,14,agent_0,1,0.9528617858886719
243,9,agent_2,1,0.95245361328125
265,13,agent_2,1,0.9516944885253906
108,14,agent_1,1,0.9515318870544434
132,10,agent_1,1,0.9503011703491211
280,4,agent_0,1,0.9494476318359375
21,15,agent_2,1,0.9485359191894531
220,19,agent_1,1,0.9477300643920898
205,4,agent_0,1,0.9475994110107422
131,9,agent_2,1,0.9472551345825195
44,15,agent_2,1,0.9469404220581055
297,4,agent_2,1,0.9468898773193359
102,4,agent_0,1,0.9443607330322266
253,1,agent_2,1,0.9439353942871094
40,11,agent_2,1,0.9423961639404297
3,11,agent_1,1,0.9423065185546875
193,9,agent_0,1,0.9418392181396484
68,2,agent_0,1,0.941349983215332
109,6,agent_1,1,0.9412250518798828
245,6,agent_0,1,0.9402379989624023
262,10,agent_1,1,0.9388437271118164
286,14,agent_1,1,0.9388008117675781
30,9,agent_1,1,0.9380016326904297
291,15,agent_0,1,0.9375953674316406
72,11,agent_1,1,0.9371795654296875
203,5,agent_1,1,0.9328765869140625
253,17,agent_1,1,0.9328598976135254
24,2,agent_1,1,0.9317302703857422
178,13,agent_2,1,0.9316582679748535
188,19,agent_0,1,0.9312033653259277
61,11,agent_1,1,0.9295816421508789
5,3,agent_0,1,0.9292984008789062
37,0,agent_2,1,0.9290313720703125
143,13,agent_1,1,0.9288725852966309
251,8,agent_2,1,0.9285850524902344
33,15,agent_2,1,0.9279475212097168
211,19,agent_0,1,0.9254369735717773
11,12,agent_0,1,0.9239864349365234
6,7,agent_2,1,0.9235954284667969
101,16,agent_1,1,0.9228200912475586
257,11,agent_1,1,0.9210605621337891
202,11,agent_2,1,0.9204826354980469
159,4,agent_1,1,0.9177474975585938
185,10,agent_1,1,0.9173836708068848
185,8,agent_0,1,0.9161806106567383
126,8,agent_1,1,0.9161338806152344
153,20,agent_0,1,0.9159653186798096
275,5,agent_1,1,0.9146718978881836
277,7,agent_1,1,0.9137744903564453
291,0,agent_2,1,0.9134464263916016
79,13,agent_0,1,0.9129486083984375
276,6,agent_0,1,0.9116897583007812
216,9,agent_1,1,0.9102678298950195
57,14,agent_1,1,0.9091548919677734
276,11,agent_0,1,0.9081835746765137
273,19,agent_2,1,0.9078621864318848
12,10,agent_2,1,0.9068384170532227
79,8,agent_1,1,0.906463623046875
25,12,agent_1,1,0.9043664932250977
59,3,agent_1,1,0.9032402038574219
192,11,agent_2,1,0.9025435447692871
147,17,agent_0,1,0.9012856483459473
171,14,agent_2,1,0.9010391235351562
77,11,agent_0,1,0.9008674621582031
117,13,agent_0,1,0.8995695114135742
207,16,agent_0,1,0.8976669311523438
140,11,agent_2,1,0.8971290588378906
177,3,agent_1,1,0.8969974517822266
34,16,agent_2,1,0.8969688415527344
238,14,agent_1,1,0.8966798782348633
112,13,agent_1,1,0.8956618309020996
7,19,agent_1,1,0.8955764770507812
69,14,agent_1,1,0.8952140808105469
176,6,agent_1,1,0.895111083984375
68,13,agent_0,1,0.8946189880371094
34,6,agent_1,1,0.8931159973144531
57,17,agent_1,1,0.8927469253540039
277,6,agent_0,1,0.8919401168823242
126,7,agent_1,1,0.8918285369873047
11,13,agent_1,1,0.8915600776672363
9,4,agent_0,1,0.8912906646728516
55,9,agent_1,1,0.8912191390991211
196,5,agent_2,1,0.8902492523193359
114,11,agent_0,1,0.8900852203369141
179,8,agent_2,1,0.8892860412597656
239,7,agent_1,1,0.8891849517822266
268,5,agent_2,1,0.8870687484741211
177,16,agent_0,1,0.8860869407653809
38,0,agent_2,1,0.8836040496826172
68,7,agent_1,1,0.8829441070556641
232,6,agent_1,1,0.8815212249755859
116,2,agent_2,1,0.8809919357299805
225,4,agent_1,1,0.8803625106811523
161,7,agent_1,1,0.8788461685180664
101,2,agent_1,1,0.8787193298339844
48,15,agent_2,1,0.8758707046508789
225,10,agent_0,1,0.8744239807128906
39,7,agent_1,1,0.8737068176269531
49,6,agent_1,1,0.8736476898193359
280,2,agent_0,1,0.8718986511230469
175,21,agent_2,1,0.8688411712646484
281,7,agent_1,1,0.8684902191162109
285,15,agent_2,1,0.8676033020019531
222,9,agent_0,1,0.8673763275146484
281,6,agent_1,1,0.8660488128662109
270,15,agent_0,1,0.8656234741210938
132,8,agent_1,1,0.8650007247924805
140,7,agent_0,1,0.8643798828125
48,17,agent_2,1,0.8642654418945312
237,2,agent_0,1,0.8639602661132812
149,19,agent_1,1,0.8639430999755859
297,0,agent_1,1,0.8638973236083984
58,8,agent_1,1,0.8638582229614258
117,15,agent_1,1,0.8625326156616211
153,11,agent_2,1,0.8615007400512695
290,13,agent_1,1,0.8614354133605957
204,4,agent_2,1,0.8609867095947266
31,12,agent_1,1,0.8609232902526855
91,11,agent_1,1,0.8594589233398438
101,5,agent_1,1,0.8593997955322266
191,6,agent_1,1,0.8579807281494141
269,9,agent_1,1,0.8579549789428711
57,6,agent_1,1,0.8576889038085938
67,9,agent_1,1,0.8568477630615234
157,4,agent_1,1,0.8566379547119141
80,16,agent_0,1,0.8565340042114258
169,2,agent_1,1,0.8562030792236328
191,2,agent_0,1,0.8560028076171875
74,7,agent_0,1,0.855499267578125
138,6,agent_0,1,0.8549537658691406
52,9,agent_2,1,0.8546371459960938
204,10,agent_1,1,0.8537616729736328
235,9,agent_1,1,0.8535213470458984
256,6,agent_1,1,0.8521928787231445
289,8,agent_2,1,0.8519573211669922
157,16,agent_2,1,0.8516178131103516
226,4,agent_2,1,0.8512210845947266
74,12,agent_0,1,0.8496627807617188
57,8,agent_1,1,0.8495655059814453
52,2,agent_1,1,0.8492832183837891
9,12,agent_0,1,0.84820556640625
251,7,agent_2,1,0.8481884002685547
20,2,agent_1,1,0.8478546142578125
143,12,agent_1,1,0.8464498519897461
238,9,agent_0,1,0.8461542129516602
101,0,agent_0,1,0.8448257446289062
122,9,agent_2,1,0.8445396423339844
201,2,agent_1,1,0.84405517578125
211,6,agent_0,1,0.843358039855957
149,21,agent_1,1,0.8432130813598633
172,9,agent_2,1,0.8425345420837402
53,4,agent_1,1,0.8424882888793945
216,10,agent_1,1,0.841588020324707
112,2,agent_0,1,0.8392829895019531
289,8,agent_1,1,0.8375205993652344
218,4,agent_0,1,0.8375043869018555
256,18,agent_0,1,0.8368406295776367
147,12,agent_0,1,0.8327417373657227
81,2,agent_1,1,0.8324308395385742
39,14,agent_0,1,0.8308839797973633
232,15,agent_1,1,0.8304433822631836
262,4,agent_0,1,0.8302183151245117
286,10,agent_0,1,0.8296327590942383
20,17,agent_2,1,0.8293285369873047
26,17,agent_1,1,0.8281722068786621
41,0,agent_0,1,0.82763671875
207,8,agent_1,1,0.8270502090454102
42,9,agent_0,1,0.8269157409667969
183,14,agent_2,1,0.8269071578979492
208,17,agent_0,1,0.8263702392578125
243,7,agent_2,1,0.8260211944580078
156,21,agent_0,1,0.8259124755859375
226,6,agent_1,1,0.825566291809082
132,12,agent_1,1,0.8250207901000977
111,9,agent_1,1,0.8250083923339844
98,0,agent_1,1,0.8242568969726562
37,21,agent_0,1,0.8238780498504639
222,11,agent_2,1,0.8232011795043945
232,13,agent_1,1,0.8230457305908203
280,10,agent_2,1,0.8226413726806641
0,20,agent_2,1,0.8213362693786621
259,11,agent_0,1,0.8206415176391602
30,2,agent_0,1,0.8191947937011719
187,4,agent_1,1,0.8191080093383789
136,3,agent_0,1,0.8184738159179688
213,6,agent_1,1,0.818328857421875
41,15,agent_1,1,0.817601203918457
111,6,agent_1,1,0.8172893524169922
219,0,agent_0,1,0.8161449432373047
184,11,agent_1,1,0.8136501312255859
142,1,agent_2,1,0.8134803771972656
203,6,agent_1,1,0.8116703033447266
289,11,agent_1,1,0.8115859031677246
113,14,agent_1,1,0.811253547668457
202,6,agent_1,1,0.8109855651855469
270,13,agent_0,1,0.8107814788818359
226,7,agent_1,1,0.810084342956543
45,5,agent_2,1,0.808873176574707
297,11,agent_2,1,0.8081951141357422
219,12,agent_2,1,0.8079671859741211
136,14,agent_1,1,0.8078756332397461
91,6,agent_2,1,0.807861328125
3,12,agent_1,1,0.8075094223022461
17,8,agent_1,1,0.8069286346435547
73,5,agent_0,1,0.8068962097167969
247,15,agent_2,1,0.8063812255859375
127,7,agent_1,1,0.8060207366943359
9,10,agent_2,1,0.8053159713745117
273,17,agent_1,1,0.8045039176940918
25,11,agent_1,1,0.8033313751220703
76,9,agent_2,1,0.8021764755249023
121,17,agent_2,1,0.8000926971435547
13,10,agent_0,1,0.7998332977294922
268,3,agent_2,1,0.7985410690307617
238,12,agent_2,1,0.7982912063598633
210,11,agent_0,1,0.7981081008911133
148,16,agent_0,1,0.7973566055297852
12,3,agent_0,1,0.7962112426757812
243,12,agent_2,1,0.795292854309082
5,5,agent_2,1,0.794276237487793
282,5,agent_2,1,0.7935829162597656
122,0,agent_0,1,0.7928657531738281
290,14,agent_1,1,0.7920074462890625
177,1,agent_1,1,0.7916717529296875
58,11,agent_1,1,0.7912750244140625
98,13,agent_0,1,0.7879161834716797
9,11,agent_2,1,0.7876958847045898
43,11,agent_2,1,0.7868518829345703
84,10,agent_1,1,0.7858772277832031
53,2,agent_1,1,0.7857418060302734
62,17,agent_1,1,0.7854995727539062
117,6,agent_2,1,0.78338623046875
163,12,agent_0,1,0.7807779312133789
246,1,agent_0,1,0.7803020477294922
10,0,agent_0,1,0.7796955108642578
136,13,agent_1,1,0.7786760330200195
290,2,agent_0,1,0.7783317565917969
28,9,agent_1,1,0.7761917114257812
221,15,agent_2,1,0.7752752304077148
65,12,agent_0,1,0.7743473052978516
74,2,agent_0,1,0.7733955383300781
277,18,agent_2,1,0.7732362747192383
215,19,agent_2,1,0.7729358673095703
236,5,agent_1,1,0.7715167999267578
59,1,agent_1,1,0.7702770233154297
55,1,agent_1,1,0.7692852020263672
57,15,agent_1,1,0.7679853439331055
73,12,agent_1,1,0.767364501953125
166,9,agent_0,1,0.7654275894165039
174,8,agent_2,1,0.7647533416748047
47,17,agent_2,1,0.7640562057495117
155,10,agent_0,1,0.7626857757568359
205,5,agent_1,1,0.7622756958007812
50,13,agent_2,1,0.7619161605834961
197,12,agent_0,1,0.7618169784545898
282,18,agent_1,1,0.7615089416503906
225,16,agent_0,1,0.7613964080810547
273,15,agent_0,1,0.760490894317627
216,2,agent_1,1,0.7603797912597656
22,9,agent_1,1,0.7602138519287109
290,12,agent_1,1,0.7587862014770508
265,0,agent_1,1,0.7585601806640625
90,9,agent_0,1,0.7584590911865234
224,1,agent_0,1,0.7580623626708984
0,18,agent_2,1,0.7579998970031738
35,11,agent_0,1,0.7575778961181641
115,14,agent_0,1,0.7570943832397461
182,2,agent_1,1,0.7564182281494141
197,19,agent_0,1,0.7556672096252441
282,6,agent_2,1,0.7555141448974609
278,14,agent_2,1,0.7552990913391113
25,15,agent_2,1,0.7520265579223633
149,20,agent_1,1,0.7517833709716797
198,20,agent_0,1,0.7515325546264648
109,15,agent_1,1,0.7512378692626953
198,18,agent_1,1,0.7502460479736328
161,19,agent_1,1,0.7494220733642578
207,18,agent_0,1,0.7493751049041748
207,14,agent_0,1,0.7484908103942871
294,5,agent_1,1,0.7475795745849609
255,22,agent_0,1,0.7474839687347412
269,12,agent_1,1,0.7472124099731445
214,7,agent_1,1,0.7470550537109375
291,11,agent_0,1,0.7461128234863281
159,14,agent_1,1,0.7457914352416992
291,16,agent_2,1,0.7450294494628906
205,6,agent_1,1,0.7443046569824219
106,11,agent_1,1,0.7437458038330078
26,18,agent_1,1,0.7433462142944336
39,7,agent_2,1,0.7432212829589844
194,9,agent_2,1,0.7429361343383789
266,9,agent_1,1,0.741694450378418
48,1,agent_2,1,0.7414875030517578
192,18,agent_2,1,0.7406513690948486
183,2,agent_2,1,0.7389106750488281
0,16,agent_2,1,0.7381153106689453
272,0,agent_1,1,0.7377567291259766
6,3,agent_2,1,0.7365512847900391
234,11,agent_2,1,0.7363567352294922
126,21,agent_1,1,0.735600471496582
297,20,agent_1,1,0.7341568470001221
82,1,agent_0,1,0.7317237854003906
182,19,agent_1,1,0.7316951751708984
127,12,agent_1,1,0.7308273315429688
299,11,agent_0,1,0.7305684089660645
61,7,agent_1,1,0.7302970886230469
58,13,agent_1,1,0.7298574447631836
178,14,agent_2,1,0.7297873497009277
107,20,agent_1,1,0.7276368141174316
190,13,agent_1,1,0.7259140014648438
40,6,agent_1,1,0.7250003814697266
84,13,agent_0,1,0.7246809005737305
239,10,agent_1,1,0.7225408554077148
277,5,agent_0,1,0.7220649719238281
176,10,agent_1,1,0.7216958999633789
299,10,agent_0,1,0.7216877937316895
291,16,agent_0,1,0.720339298248291
35,13,agent_2,1,0.7199239730834961
193,9,agent_1,1,0.7191562652587891
132,14,agent_1,1,0.7190418243408203
155,0,agent_0,1,0.7189273834228516
47,16,agent_2,1,0.7188873291015625
1,9,agent_0,1,0.7185382843017578
14,17,agent_1,1,0.7177586555480957
67,11,agent_1,1,0.717564582824707
43,15,agent_1,1,0.7172489166259766
25,13,agent_1,1,0.7171630859375
55,19,agent_2,1,0.7158942222595215
41,2,agent_1,1,0.7156696319580078
167,12,agent_2,1,0.7149887084960938
225,14,agent_2,1,0.7147312164306641
225,14,agent_0,1,0.7139616012573242
241,12,agent_1,1,0.7136144638061523
177,17,agent_0,1,0.7135467529296875
122,11,agent_2,1,0.7134904861450195
216,8,agent_1,1,0.7134552001953125
275,14,agent_1,1,0.7112340927124023
290,3,agent_0,1,0.7105846405029297
102,18,agent_0,1,0.7089462280273438
182,20,agent_1,1,0.7086806297302246
101,3,agent_0,1,0.7086448669433594
18,5,agent_0,1,0.7081747055053711
110,7,agent_1,1,0.707707405090332
176,8,agent_1,1,0.7076187133789062
37,7,agent_1,1,0.7074146270751953
183,16,agent_2,1,0.7072467803955078
15,2,agent_0,1,0.7066802978515625
33,20,agent_1,1,0.706444263458252
158,12,agent_1,1,0.7061266899108887
217,10,agent_1,1,0.7060136795043945
188,16,agent_1,1,0.7058048248291016
99,12,agent_1,1,0.7057399749755859
257,17,agent_1,1,0.7046728134155273
151,10,agent_1,1,0.7042999267578125
44,4,agent_1,1,0.7035064697265625
134,17,agent_0,1,0.7024021148681641
194,5,agent_1,1,0.7016572952270508
159,2,agent_1,1,0.7008018493652344
188,5,agent_0,1,0.6998195648193359
111,0,agent_1,1,0.6985893249511719
30,6,agent_1,1,0.6985836029052734
131,4,agent_1,1,0.6982011795043945
155,10,agent_1,1,0.6981801986694336
32,5,agent_2,1,0.6980342864990234
62,16,agent_2,1,0.6960811614990234
174,10,agent_1,1,0.695868968963623
256,10,agent_1,1,0.6957178115844727
48,2,agent_1,1,0.6955394744873047
35,10,agent_2,1,0.6940574645996094
226,16,agent_1,1,0.6933951377868652
6,4,agent_0,1,0.693328857421875
284,8,agent_0,1,0.6919565200805664
242,5,agent_2,1,0.6919021606445312
216,12,agent_1,1,0.6903476715087891
128,20,agent_0,1,0.6889586448669434
146,19,agent_2,1,0.6887307167053223
224,18,agent_2,1,0.6884975433349609
103,19,agent_0,1,0.6883387565612793
278,22,agent_0,1,0.6879700422286987
69,15,agent_2,1,0.6877641677856445
230,9,agent_1,1,0.6872177124023438
288,3,agent_2,1,0.6869535446166992
49,7,agent_1,1,0.6853580474853516
219,18,agent_0,1,0.6850018501281738
82,7,agent_1,1,0.6845550537109375
195,4,agent_2,1,0.6843814849853516
254,10,agent_2,1,0.6820755004882812
128,4,agent_2,1,0.6817836761474609
122,4,agent_1,1,0.6814002990722656
46,6,agent_0,1,0.6798782348632812
299,16,agent_0,1,0.6796712875366211
218,10,agent_0,1,0.6795806884765625
192,13,agent_2,1,0.6795125007629395
64,0,agent_1,1,0.6791496276855469
107,17,agent_1,1,0.6790571212768555
221,3,agent_2,1,0.6781339645385742
150,7,agent_1,1,0.67803955078125
91,15,agent_1,1,0.6779718399047852
99,5,agent_1,1,0.6779413223266602
212,0,agent_1,1,0.6775226593017578
173,12,agent_2,1,0.6774659156799316
159,20,agent_0,1,0.6768865585327148
78,17,agent_1,1,0.6765289306640625
264,9,agent_0,1,0.6756591796875
151,13,agent_2,1,0.674713134765625
112,5,agent_1,1,0.6743412017822266
27,4,agent_1,1,0.6741447448730469
149,17,agent_1,1,0.6723098754882812
268,18,agent_2,1,0.6718225479125977
78,12,agent_2,1,0.6710844039916992
124,16,agent_1,1,0.6706295013427734
45,16,agent_2,1,0.6703014373779297
33,19,agent_1,1,0.6689252853393555
23,10,agent_0,1,0.6679573059082031
214,0,agent_1,1,0.6673355102539062
198,8,agent_2,1,0.6670494079589844
256,14,agent_0,1,0.6668229103088379
276,21,agent_0,1,0.6666667461395264
263,20,agent_1,1,0.6666662693023682
219,8,agent_0,1,0.6664581298828125
