game,true_loss,C0,Cstar,Ctilde,delta_r,r_C0,r_Cstar,r_Ctilde,slack_Ctilde,true_over_range,usable
40,0.37747916647257457,3.081312114701479,0.7838801100564428,0.3800728825680868,0.9643867155631,8.162866691413416,2.0766182075200565,1.0068711503200287,0.006871150320028794,0.09785471958004073,True
41,0.22730957030840168,2.6309097001744512,0.5209909889405627,0.2301910864868528,0.9604204182455482,11.574126406578356,2.2919887985081733,1.0126766161870864,0.012676616187086298,0.05916928825910436,True
42,0.3459942229270699,2.972315958466526,0.7829608773195137,0.3498664121511849,0.9682600818857504,8.590651986386037,2.26293049258383,1.01119148519694,0.011191485196939912,0.08933400989050981,True
43,0.41740328859233183,4.070300171063907,0.882326670494556,0.4242734297655134,0.9939203805505016,9.751480839527536,2.1138469547524434,1.0164592406455415,0.01645924064554145,0.10498911601982272,True
44,0.4161456766013706,3.562867307869675,0.8463689762955382,0.4263865851057162,0.975923575407069,8.561586742814043,2.033828593889928,1.0246089508558212,0.024608950855821255,0.10660303918464913,True
45,0.4436718469732676,3.766095720900037,0.8541955286133217,0.44661509774239105,0.9924389651039084,8.488471257737826,1.9252867506483664,1.0066338461392181,0.006633846139218246,0.1117630057297315,True
46,0.2934101633551582,2.700270165826303,0.5783940694809924,0.29679469539035247,0.9845274516858463,9.203056005111051,1.97128164500858,1.011535156098521,0.011535156098520972,0.07450532812791051,True
47,0.31315351178920453,2.8633156265137405,0.7024695319330947,0.31741344114094655,0.9787793743046457,9.14348879613123,2.2432114138510877,1.0136033261367656,0.0136033261367656,0.07998572508019956,True
48,0.3424913574856323,3.078963924771489,0.701873570804307,0.34744939917952905,0.9908270368117085,8.989902540535358,2.0493176118575516,1.0144763994347061,0.014476399434706128,0.08641552580854674,True
49,0.30400385915882616,2.4955667910152997,0.5850263370984817,0.31273151002329336,0.9907999718265548,8.208997076288746,1.924404310909869,1.0287090133941603,0.02870901339416041,0.07670666829914984,True
