game,unit_t,unit_s,unit_i,alpha_star,margin,delta_ctilde,T_fail,T_occ,identity_resid,cert_rise,occ_dominates
1,1,0,1,0.6311640499232254,-0.03550261674344124,-0.00018519135846883916,-0.00018314485348968438,-2.04650497920721e-06,5.242117503967414e-17,0,0
1,3,1,1,0.5548042691673163,-0.11186239749935034,-2.9872318321078062e-05,-2.9872318321051048e-05,0.0,2.7013574753834146e-17,0,0
2,3,0,1,0.6538495803144411,-0.01281708635222556,-0.00036620833782979867,-0.00036620833782980816,0.0,9.486769009248164e-18,0,0
2,2,1,1,0.5849904680706073,-0.08167619859605935,-0.002155350197943995,-0.0020718732200817394,-8.347697786224624e-05,9.107298248878237e-18,0,0
2,0,1,1,0.628565276467373,-0.038101390199293594,-0.00011647427726013682,-0.0001486705284626571,3.219625120249658e-05,2.370336999596434e-17,0,0
2,2,3,1,0.7606675140817342,0.09400084741506753,-0.003619556140847968,-0.003769792145910546,0.00015023600506253946,3.8163916471489756e-17,0,0
2,1,0,0,0.6574365809577137,-0.009230085708952895,-0.00310873963845959,-0.0038285009911969516,0.0007197613527374798,1.1796119636642288e-16,0,0
2,1,2,1,0.8475549059448659,0.1808882392781993,-7.300410328570095e-05,-6.158499893473458e-05,-1.1419104350769003e-05,1.9736545297383001e-16,0,0
2,0,3,1,0.784586163187536,0.11791949652086942,-0.005436640565908646,-0.00522866301426803,-0.00020797755164058697,2.862293735361732e-17,0,0
2,1,1,1,0.567313419996601,-0.09935324667006562,-0.0005983973428949629,-0.0005958726870716308,-2.5246558234453937e-06,1.1329912702473521e-16,0,0
2,2,3,0,0.6808124930320337,0.014145826365367098,-0.002530386482967051,-0.003052974441708751,0.0005225879587415931,1.0711917464156784e-16,0,0
2,1,1,0,0.6705535969395549,0.0038869302728882227,-0.003234437679553115,-0.003645543183575118,0.00041110550402200175,1.3010426069826053e-18,0,0
2,0,1,1,0.7897994867036584,0.12313282003699177,-0.00016160856732228002,-0.00018290358158183103,2.129501425980281e-05,2.518059545597584e-16,0,0
2,2,3,1,0.7092393394464719,0.042572672779805254,-6.878683213679126e-05,-7.665500508501549e-05,7.868172948206991e-06,1.723881454251952e-17,0,0
3,0,2,1,0.8974794218660052,0.23081275519933853,-4.085751185367581e-05,-4.187790685514504e-05,1.020395001303045e-06,1.6618786425129373e-16,0,0
3,0,1,1,0.6056591778191877,-0.061007488847478974,-1.6973632390726578e-06,0.0,-1.6973632390501725e-06,2.2485336617812657e-17,0,0
3,0,3,1,0.6004458543030652,-0.06622081236360144,-8.937025243249686e-05,-9.532944554783252e-05,5.959193115305465e-06,3.020858303087737e-17,0,0
